Frame Rate:,24.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
1,00:00:00.042,0.0,0.0,0.0,0.0
2,00:00:00.083,42.779880581516096,53.9947429906542,2.72433800623053,71.62056074766355
3,00:00:00.125,49.187629802699895,85.52737538940809,3.265459501557632,58.77005451713396
4,00:00:00.167,33.717523364485984,58.762733644859814,3.4110981308411215,38.978738317757006
5,00:00:00.208,9.644600207684318,6.046651090342679,3.379789719626168,19.50735981308411
6,00:00:00.250,14.891134475597092,20.87091121495327,3.5730919003115265,20.22940031152648
7,00:00:00.292,12.707710280373831,18.275116822429908,2.9376947040498442,16.910319314641743
8,00:00:00.333,7.162707684319834,5.233683800623053,3.0950545171339563,13.159384735202492
9,00:00:00.375,12.467769989615784,15.039096573208722,4.745054517133957,17.619158878504674
10,00:00:00.417,12.351518691588785,17.81697819314642,3.534423676012461,15.703154205607477
11,00:00:00.458,11.896041017653166,14.369080996884735,4.603154205607477,16.71588785046729
12,00:00:00.500,14.574857217030113,19.40241433021807,5.327219626168224,18.99493769470405
13,00:00:00.542,14.643626687435097,18.6517523364486,5.888940809968847,19.39018691588785
14,00:00:00.583,14.094574247144342,16.329867601246107,6.3975856697819315,19.556269470404985
15,00:00:00.625,15.462344236760124,20.374182242990653,7.318808411214953,18.694042056074768
16,00:00:00.667,14.774999999999999,19.214797507788163,6.9101246105919,18.200077881619936
17,00:00:00.708,14.693873312564902,19.02866043613707,7.40272585669782,17.650233644859814
18,00:00:00.750,14.552622014537903,18.747390965732087,6.950311526479751,17.96016355140187
19,00:00:00.792,13.458852544132917,15.157982866043614,7.736604361370716,17.481970404984423
20,00:00:00.833,11.415887850467291,13.86857476635514,6.509852024922118,13.869236760124611
21,00:00:00.875,11.489330218068536,14.835630841121496,6.099221183800623,13.533138629283489
22,00:00:00.917,11.392367601246105,14.002141744548286,6.908605919003115,13.266355140186915
23,00:00:00.958,9.686643302180686,11.873559190031152,5.833255451713396,11.353115264797507
24,00:00:01.000,9.81856178608515,10.356814641744549,6.761565420560748,12.337305295950156
25,00:00:01.042,10.204179646936655,10.981347352024923,7.645327102803738,11.985864485981308
26,00:00:01.083,9.127271547248183,10.300194704049844,6.347936137071651,10.733683800623053
27,00:00:01.125,6.906710799584633,6.825116822429907,5.528348909657321,8.366666666666667
28,00:00:01.167,7.699247144340603,8.637577881619938,5.434384735202492,9.025778816199377
29,00:00:01.208,6.682879023883697,7.9889018691588785,5.738434579439252,6.321300623052959
30,00:00:01.250,3.7299195223260644,3.0957165109034266,3.7540498442367602,4.339992211838006
31,00:00:01.292,5.961993769470406,5.99595015576324,5.715693146417445,6.1743380062305295
32,00:00:01.333,6.4197040498442375,6.296378504672897,5.339602803738318,7.623130841121496
33,00:00:01.375,6.981632917964693,7.843691588785047,6.282476635514018,6.818730529595015
34,00:00:01.417,5.774948078920041,5.652063862928349,5.326285046728972,6.3464953271028035
35,00:00:01.458,6.081671858774662,5.787032710280374,6.094470404984424,6.36351246105919
36,00:00:01.500,5.2873961578400825,5.488551401869159,4.677102803738317,5.696534267912773
37,00:00:01.542,6.116303219106958,5.955529595015577,5.494119937694704,6.899260124610592
38,00:00:01.583,3.0249350986500523,2.9866043613707167,2.593419003115265,3.4947819314641744
39,00:00:01.625,4.3749350986500515,3.539369158878505,4.3120327102803735,5.273403426791277
40,00:00:01.667,5.55066199376947,5.291471962616822,5.119859813084112,6.240654205607477
41,00:00:01.708,5.395755451713396,5.0625,4.973442367601246,6.151323987538941
42,00:00:01.750,4.766043613707166,4.52873831775701,4.226985981308411,5.542406542056074
43,00:00:01.792,4.210916407061267,3.7667056074766356,3.882359813084112,4.983683800623053
44,00:00:01.833,4.430880062305296,3.207904984423676,4.550155763239875,5.534579439252337
45,00:00:01.875,6.3593198338525445,5.615848909657321,6.017679127725857,7.444431464174455
46,00:00:01.917,4.818652647975077,4.013668224299066,4.667095015576324,5.775194704049844
47,00:00:01.958,3.818470924195223,3.0419781931464174,3.816666666666667,4.596767912772585
48,00:00:02.000,2.3088265835929387,2.198714953271028,2.0718457943925235,2.655919003115265
49,00:00:02.042,3.2572170301142265,4.0195872274143305,2.319820872274143,3.432242990654206
50,00:00:02.083,4.149558670820353,3.514563862928349,3.9929517133956387,4.941160436137071
51,00:00:02.125,3.8774402907580474,3.3288551401869158,3.667250778816199,4.636214953271028
52,00:00:02.167,3.1205477673935618,2.930957943925234,2.8743769470404983,3.5563084112149532
